PERIODO;EMPRESA;MARCAS;VIGENCIA;USA_ARMAS;SEGURO;RENAR_VENCE
201702;INTEGRAL SAFETY SA;;29/01/2019;SI;15/12/2017;01/09/2019
201702;INVESTIGACIONES PRIVADAS VANGUARD SA;;07/04/2018;NO;21/09/2017;
201702;INVESTIGACIONES VIGILANCIAS & SERVICIOS SA;;06/10/2017;NO;10/01/2018;
201702;INVESTIGACIONES Y SEGURIDAD SA;;08/05/2018;SI;27/12/2017;01/11/2017
201702;IP SEGURIDAD SRL;;03/09/2017;NO;11/06/2017;
201702;ISSI MBB SA;;03/10/2018;NO;15/09/2017;
201702;ITURAN DE ARGENTINA SA;ITURAN;27/09/2018;NO;31/12/2017;
201702;J.A.M. SEGURIDAD S A;;19/10/2018;NO;16/07/2017;
201702;JAVIER ONOFRI MEDINA GUEVARA;;29/05/2018;NO;26/09/2017;
201702;JEDEON SEGURIDAD E INFORMES SRL;;06/05/2017;NO;20/08/2017;
201702;JORGE NEWBERY SRL;;23/11/2018;NO;02/11/2017;
201702;JSA ASESORES EN SEGURIDAD SRL;;14/07/2017;SI;25/02/2018;01/04/2019
201702;KEAMANAN SRL;;06/07/2018;NO;17/02/2018;
201702;KENTA SRL;;29/03/2017;SI;23/07/2017;01/11/2020
201702;KONER SEGURIDAD SA;;09/08/2018;SI;20/02/2018;01/09/2021
201702;KONTROL DEFENSA ELECTRONICA SA;KTL;09/08/2018;SI;25/11/2017;01/05/2018
201702;LEG SRL;;11/08/2017;NO;25/03/2017;
201702;LEGAL SECURITY SRL;;27/01/2018;NO;23/09/2017;
201702;LIBRES SEGURIDAD SRL;;02/08/2018;SI;25/09/2017;01/08/2020
201702;LIDERES CONSULTORES DE SEGURIDAD SRL;LIDERES CONSULTORES DE SEGURIDAD SRL;03/12/2017;SI;23/12/2017;01/05/2021
201702;LIRGER SRL;;04/06/2018;SI;13/02/2018;01/07/2018
201702;LITORAL SEGURIDAD SRL;;28/12/2018;NO;20/10/2017;
201702;LOAR SA;;16/08/2018;SI;08/06/2017;01/09/2020
201702;LOCSYS SEGURIDAD SA;;18/09/2018;SI;30/12/2017;01/06/2018
201702;LOS CABOS SA;;05/09/2018;NO;27/06/2017;
201702;LOW RISK GROUP SRL;;07/09/2017;NO;09/03/2017;
201702;LUAR SECURITY SRL;;03/03/2017;SI;01/02/2018;01/04/2019
201702;LUSON SEGURIDAD SA;;22/05/2018;SI;28/04/2017;01/03/2021
201702;LYNX EYES SRL;;13/04/2018;SI;29/06/2017;01/07/2020
201702;M&A SECURITY CONSULTORES SA;;22/09/2018;NO;24/09/2017;
201702;MAC SERVICIOS EMPRESARIOS SRL;;13/10/2018;SI;13/08/2017;01/07/2021
201702;MADISON SECURITY SRL;;11/04/2018;NO;14/11/2017;
201702;MAGNUM SEGURIDAD DE GIL MIGUEL ANGEL;MAGNUM;03/11/2017;SI;22/12/2017;01/09/2017
201702;MAGUEN PROTECCION SRL;MAGUEN PROTECCION Y SEGURIDAD;05/04/2018;SI;01/12/2017;01/02/2018
201702;MALVINAS SEGURIDAD SA;;28/04/2017;NO;15/07/2017;
201702;MAPRA EMPRESA DE SEGURIDAD SRL;;24/09/2017;SI;29/12/2017;01/09/2017
201702;MARCODINA SA;EMERPHONE;10/02/2018;NO;16/06/2017;
201702;MASAD SA;;14/02/2019;NO;27/10/2017;
201702;MAWE SA;;19/01/2018;SI;05/11/2017;01/07/2019
201702;MAXIMA PROTECCION LA PLATA SA;;31/10/2018;NO;19/08/2017;
201702;MAXSEGUR SRL;;14/06/2018;SI;09/06/2017;01/05/2019
201702;MAYORAL SEGURIDAD SRL;;05/10/2018;NO;01/08/2017;
201702;MB SEGURIDAD SRL;;11/01/2018;SI;10/09/2017;01/10/2021
201702;MCM SECURITY SRL;;06/08/2017;SI;14/07/2017;01/12/2020
201702;MCOP SRL;;03/12/2017;NO;26/10/2017;
201702;MERLO LUCIANA PAOLA;;06/06/2018;NO;06/09/2017;
201702;METRO SAFE DE ARGENTINA SRL;;27/03/2018;NO;08/07/2017;
201702;MGF DE MARCELO GUSTAVO FERNANDEZ;;15/07/2017;NO;13/08/2017;
201702;MOGAPOL SA;;09/03/2018;SI;11/11/2017;01/04/2017
201702;MOON SEGURIDAD SRL;;05/02/2019;NO;01/12/2017;
201702;MORARZA SRL;;27/04/2018;NO;27/12/2017;
201702;MULIS SEGURIDAD INTEGRAL SA;;31/10/2018;NO;14/11/2017;
201702;MURATA SA;MURATA;14/01/2019;SI;14/04/2017;01/07/2021
201702;MYA TECHNOLOGY SA;;12/10/2018;NO;15/09/2017;
201702;NECH SEGURIDAD SRL;;25/01/2018;SI;25/09/2017;01/12/2020
201702;NESCARMI SEGURIDAD SA;;23/06/2018;NO;26/02/2018;
201702;NEW YARD SA;;27/01/2018;NO;18/08/2017;
201702;NEXTGUARD SA;;03/12/2017;NO;30/11/2017;
201702;NEYER SRL;;05/03/2017;NO;03/12/2017;
201702;NHL GROUP SA;;03/03/2017;NO;19/04/2017;
201702;NOTARY GROUP SA;;26/06/2018;NO;24/07/2017;
201702;NOVASEG SEGURIDAD SRL;;27/08/2017;NO;14/05/2017;
201702;NOVIT SA;CONTROL NOVIT;20/05/2017;SI;01/08/2017;01/11/2020
201702;NUEVO COF SEGURIDAD PRIVADA SA;;30/05/2018;NO;25/03/2017;
201702;OPC SRL;;10/09/2017;NO;15/12/2017;
201702;ORGANIZACION ANSELMI SRL;;09/05/2018;NO;01/04/2017;01/09/2016
201702;ORGANIZACION CELTA SEGURIDAD PRIVADA SRL;;10/02/2018;SI;04/06/2017;01/08/2019
201702;ORGANIZACION DELTA COMPAÑIA DE SEGURIDAD PRIVADA SRL;;19/07/2018;NO;26/10/2017;
201702;ORGANIZACION FENIX SA;;22/06/2018;NO;25/01/2018;
201702;ORIENTARE SRL;;09/06/2018;NO;11/04/2017;
201702;ORION SYSTEMS SA;;25/02/2018;NO;01/12/2017;
201702;OSCAR NATALIO LEFOSSE;;03/03/2018;NO;18/08/2017;
201702;P.P.Q SA;KTL;29/01/2019;NO;19/07/2017;
201702;PAMPA SEGURIDAD PRIVADA SRL;PAMPA SEGURIDAD;11/03/2017;SI;27/05/2017;01/01/2018
201702;PANGARE SRL;;28/07/2018;SI;14/03/2017;01/08/2019
201702;PATROL SECURITY COMPANY SRL;;12/03/2017;NO;12/11/2017;
201702;PCP PREVENCION Y CONTROL DE PERDIDAS SA;;25/02/2019;SI;27/10/2017;01/01/2022
201702;PERROTI SEGURIDAD SRL;;06/12/2018;NO;08/08/2017;
201702;POPAR SA;;22/08/2018;SI;17/01/2018;01/08/2020
201702;PRECON SRL;;11/01/2018;NO;20/07/2017;
201702;PRENAVAL SEGURIDAD SRL;;09/08/2017;NO;22/05/2017;
201702;PRENAVAR SEGURIDAD SRL;;03/11/2017;NO;26/06/2017;
201702;PRENAVL SEGURIDAD SRL;;27/08/2017;NO;26/12/2017;
201702;PRETOR COOPERATIVA DE TRABAJO LIMITADA;;13/04/2018;NO;28/11/2017;
201702;PRETORIAN INVESTIGATION SRL;;12/10/2018;NO;29/08/2017;
201702;PRETORIAN SEGURIDAD PRIVADA SRL;;11/02/2018;NO;01/10/2017;
201702;PREVEER SRL;;27/01/2018;SI;01/09/2017;01/01/2019
201702;PREVENCION SA;;12/04/2017;SI;28/02/2018;01/10/2019
201702;PREVINIENDO SA;;08/03/2017;SI;04/01/2018;01/12/2018
201702;PRIORITY SECURITY SERVICE SRL;ï¿½PRIORITY SECURITY SERVICE SEGURIDAD PRIVADA;25/09/2018;NO;28/08/2017;
201702;PROACCION SEGURIDAD SRL;;19/01/2018;SI;01/07/2017;01/11/2019
201702;PROSEGUR ACTIVA ARGENTINA SA;PROSEGUR;07/08/2018;NO;31/12/2017;
201702;PROSEGUR SA;PROSEGUR;27/06/2017;SI;31/12/2017;01/09/2019
201702;PROSEGUR SEGURIDAD SA;PROSEGUR;07/08/2018;NO;31/12/2017;
201702;PROTECCION DE RIESGOS SRL;;08/10/2017;SI;01/09/2017;01/01/2020
201702;PROTECCION INTELIGENTE SA;PI PROTECCION INTELIGENTE;22/06/2018;NO;20/12/2017;
201702;PROTECCION MILLENIUM SA;;06/07/2018;SI;25/04/2017;01/10/2017
201702;PROTECCION TOTAL CODECOP SA;;02/06/2018;NO;15/05/2017;
201702;PROTECCION Y SERVICIO SRL;;27/07/2017;NO;11/10/2017;
201702;PROTECTED SPIRITS SRL;;15/11/2018;NO;26/09/2017;
201702;PRUPOL SRL;;06/10/2018;NO;23/06/2017;
201702;PSG - 1 SRL;;15/09/2018;SI;25/08/2017;01/08/2020
201702;PUK SEGURIDAD SRL;;05/04/2018;NO;24/06/2017;
201702;RAMEF SRL;;22/09/2018;NO;05/09/2017;
201702;RANGER SEGURIDAD SRL;;28/10/2018;NO;12/05/2017;
201702;RBARONE SEGURIDAD SA;;22/08/2018;SI;20/02/2018;01/08/2017
201702;REBOR SEGURIDAD SA;;24/07/2018;SI;01/07/2017;01/04/2019
201702;RED ALFA SEGURIDAD SRL;;22/11/2017;NO;10/06/2017;
201702;RED DE SEGURIDAD SA;;12/05/2017;NO;07/12/2017;
201702;REDGUARD SA;REDGUARD;03/12/2017;SI;01/05/2017;01/04/2021
201702;REGIONAL SRL;;21/10/2017;NO;14/08/2017;
201702;RF SERVICIOS SRL;;02/08/2018;NO;18/05/2017;
201702;ROAD SEGURIDAD SA;;06/04/2017;NO;26/09/2017;
201702;RODAB SRL;;21/09/2017;SI;14/05/2017;01/09/2017
201702;ROYAL GUARD SECURITY SRL;;18/04/2018;NO;14/11/2017;
201702;S&E SEGURIDAD PRIVADA SA;;08/10/2017;SI;17/01/2018;01/01/2018
201702;S.B.S. SEGURIDAD SRL;;01/06/2017;NO;31/03/2017;
201702;SAFBA SRL;;24/07/2018;NO;19/06/2017;
201702;SAFE KING SA;;03/03/2017;NO;10/07/2017;
201702;SAFEGUARD SRL;SAFEGUARD;09/08/2018;SI;22/08/2017;01/03/2018
201702;SAN ANDRES SEGURIDAD SA;;27/04/2017;SI;28/03/2017;01/12/2021
201702;SCANNER SA;;09/09/2017;NO;29/10/2017;
201702;SCYTHIA SA;;12/04/2018;SI;31/08/2017;01/06/2018
201702;SE CON SRL;;12/07/2017;SI;01/02/2018;01/08/2018
201702;SECCLEAN SA;;23/09/2017;SI;01/04/2017;01/09/2018
201702;SECUMAX SRL;;28/03/2018;SI;13/02/2018;01/04/2019
201702;SECURITAS ARGENTINA SA (EX ORGANIZACION FIEL SA);SECURITAS;27/06/2017;SI;31/12/2017;01/01/2020
201702;SECURITAS BUENOS AIRES 1 SA;SECURITAS;04/02/2018;SI;31/12/2017;01/08/2021
201702;SECURITAS SUR SA (EX SEGURIDAD CONO SUR SA);SECURITAS;03/07/2017;NO;31/12/2017;01/05/2015
201702;SECURITE SA;SECUTEC;09/03/2018;NO;27/03/2017;01/12/2016
201702;SECURITY AG SRL;;03/11/2017;SI;13/08/2017;01/04/2021
201702;SECURITY CORPORATION DE ANTONIO AMARILLA Y LAMBERTI DANIEL ALBERTO;;12/01/2018;NO;05/11/2017;
201702;SECURITY IN SIGHT SRL;;08/09/2018;NO;06/05/2017;
201702;SECURITY PROFESSIONAL GROUP SRL;;30/08/2017;NO;30/07/2017;
201702;SECURUS SA;;08/03/2018;NO;04/04/2017;
201702;SEDER SA;;06/08/2017;NO;03/03/2017;
201702;SEG COM SA;;10/05/2018;NO;01/11/2017;
201702;SEGAR SEGURIDAD SA;SEGAR SEGURIDAD;30/06/2018;SI;31/08/2017;01/03/2018
201702;SEGCON SA;MEDINILLA;15/08/2018;NO;06/05/2017;
201702;SEGUARD SRL;;20/01/2019;NO;13/04/2017;
201702;SEGUBAIRES SA;;10/09/2017;SI;06/11/2017;01/06/2020
201702;SEGUPAL SA;;10/10/2018;NO;07/05/2017;
201702;SEGUR CONTROL SRL;SEGUR CONTROL;30/05/2018;NO;22/12/2017;
201702;SEGUR HELP SRL;;06/02/2019;NO;20/10/2017;
201702;SEGUR ONE SRL;;03/12/2017;SI;08/09/2017;01/10/2018
201702;SEGUR PART SA;;08/09/2018;NO;19/05/2017;
201702;SEGUR SECURITY SRL;;13/10/2017;NO;09/01/2018;
201702;SEGURARG SRL;;08/05/2018;NO;04/04/2017;
201702;SEGURCIEN SA;;29/05/2018;NO;07/03/2017;
201702;SEGURETAT SRL;;27/02/2019;SI;04/11/2017;01/06/2018
201702;SEGURFAR SRL;;27/09/2018;SI;09/01/2018;01/07/2020
201702;SEGURIDAD ARGENTINA SA;;19/05/2017;SI;31/12/2017;01/05/2021
201702;SEGURIDAD DEL SUR SRL;;03/09/2017;NO;07/11/2017;
201702;SEGURIDAD EMPRESARIA SA;;31/08/2017;SI;12/06/2017;01/12/2017
201702;SEGURIDAD FRANCISCO DURAN Y ASOCIADOS SA;;24/04/2018;NO;09/07/2017;
201702;SEGURIDAD GRUPO MAIPU SA;;21/04/2018;NO;31/12/2017;
201702;SEGURIDAD HIBOU SRL;;19/10/2017;NO;19/06/2017;
201702;SEGURIDAD HORUS SRL;;30/11/2017;SI;05/10/2017;01/09/2020
201702;SEGURIDAD HUAL CON SRL;;27/06/2018;NO;06/02/2018;
201702;SEGURIDAD INTEGRAL DE CUSTODIA DE PERSONAS SICP SRL;;28/12/2018;SI;02/05/2017;01/10/2020
201702;SEGURIDAD INTEGRAL DE ESCOLTAS SRL;;28/04/2017;NO;23/07/2017;
201702;SEGURIDAD INTEGRAL EMPRESARIA SA;SIE;05/10/2018;SI;01/06/2017;01/07/2020
201702;SEGURIDAD INTEGRAL NORTE SRL;;31/05/2018;NO;29/03/2017;
201702;SEGURIDAD INTEGRAL REPUBLICA SRL;;22/09/2018;NO;29/06/2017;
201702;SEGURIDAD INTELIGENTE SA;;15/10/2017;SI;27/11/2017;01/03/2021
201702;SEGURIDAD PRIVADA ALTERNATIVA SA;;26/08/2017;NO;22/06/2017;
201702;SEGURIDAD PRIVADA CABA SRL;;04/06/2017;NO;10/07/2017;
201702;SEGURIDAD PRIVADA EMEC SRL;;18/01/2019;NO;01/02/2018;
201702;SEGURIDAD PROFESIONAL SA;;19/07/2018;NO;28/01/2018;
201702;SEGURIDAD RAMOS SA;;28/09/2017;NO;21/07/2017;
201702;SEGURIDAD RAMSA`D I SRL;;18/09/2018;NO;25/04/2017;
201702;SEGURIDAD ROGUS SRL;;18/10/2017;SI;12/08/2017;01/04/2018
201702;SEGURIDAD SAN JOSE SA;;25/01/2018;NO;28/03/2017;
201702;SEGURIDAD SORVAZ SRL;;15/02/2019;NO;07/05/2017;
201702;SEGURIDAD SUVIM SA;;26/06/2018;NO;05/03/2017;
201702;SEGURIDAD WATCHMAN SA;WATCHMAN SEGURIDAD PRIVADA;08/03/2018;SI;04/05/2017;01/04/2021
201702;SEGURPLUS SRL;;10/09/2017;SI;05/08/2017;01/01/2018
201702;SEGURSAT SRL;;14/01/2018;SI;11/11/2017;01/05/2018
201702;SEGUTRANS SA;;30/05/2018;SI;30/01/2018;01/11/2018
201702;SEGUVIP ARGENTINA SRL;;30/07/2017;SI;01/05/2017;01/06/2018
201702;SEKURON SRL;;04/08/2017;NO;01/07/2017;
201702;SEPAR SRL;;25/08/2017;NO;19/02/2018;
201702;SEPROVI SA;;30/08/2018;NO;02/11/2017;01/02/2017
201702;SERVICIO INTEGRAL DE SEGURIDAD SA;;03/03/2018;NO;06/03/2017;
201702;SERVICIOS ARGENTINOS DE SEGURIDAD EMPRESARIA SA;GS GRUPO SAN MIGUEL;16/03/2017;SI;31/10/2017;01/01/2018
201702;SERVICIOS DE GUARDA Y CUSTODIA SA;SGC;27/06/2018;SI;30/05/2017;01/12/2017
201702;SERVICIOS INTEGRADOS DE SEGURIDAD SA;;02/11/2017;NO;09/12/2017;
201702;SERVIN SEGURIDAD SA;S SERVIN SEGURIDAD;04/05/2017;SI;31/12/2017;01/10/2017
201702;SETTER SA;;04/08/2017;SI;09/02/2018;01/03/2019
201702;SFOR SRL;;07/08/2018;NO;29/03/2017;
201702;SG SEGURIDAD SRL;;30/08/2017;NO;11/05/2017;
201702;SGD SRL;;18/09/2018;SI;25/07/2017;01/11/2020
201702;SHIELD II SA;;12/06/2018;NO;24/07/2017;
201702;SHIELD SEGURIDAD SA;;03/12/2017;NO;27/07/2017;
201702;SIALAR SEGURIDAD SA;;29/03/2017;NO;11/12/2017;
201702;SICURANZA SRL;;14/03/2018;NO;12/12/2017;01/12/2014
201702;SIKKERHET SRL;;10/05/2018;SI;14/04/2017;01/10/2021
201702;SINCLAIR SEGURIDAD PRIVADA SRL;;30/11/2017;SI;30/04/2017;01/03/2019
201702;SINDELARS SRL;;12/01/2019;NO;12/09/2017;
201702;SISEG SRL;;27/05/2017;SI;05/11/2017;01/05/2019
201702;SISTEMA INTEGRAL DE SEGURIDAD EMPRESARIAL SA;;22/09/2018;NO;04/07/2017;
201702;SISTEMAS COMPLEJOS DE SEGURIDAD SA;;12/11/2017;NO;31/08/2017;
201702;SKAL PROTECT SA;;15/03/2017;SI;24/02/2018;01/11/2020
201702;SMART SECURITY SA;;04/06/2017;NO;02/03/2018;
201702;SOLURBANA SRL;;26/03/2017;NO;30/05/2017;
201702;SOLUTION SEGURIDAD SRL;;06/02/2019;SI;04/08/2017;01/06/2017
201702;SOUNCH SRL;SOUNCH SEGURIDAD PRIVADA;10/05/2018;SI;05/04/2017;01/11/2020
201702;SPA SEGURIDAD SA;;31/03/2018;NO;15/03/2017;
201702;SPEED CENTRE SRL;;18/11/2017;SI;17/09/2017;01/10/2019
201702;SPG SRL;;21/09/2017;NO;24/07/2017;
201702;SSP SERVICIOS DE SEGURIDAD PRIVADA SRL;;12/05/2018;SI;23/10/2017;01/11/2017
201702;STAR GLOCKS SECURITY SRL;;25/07/2018;NO;10/06/2017;
201702;STARK SECURITY SA;;28/09/2017;SI;21/06/2017;01/09/2019
201702;STARSEG SRL;STARSEG;12/10/2017;SI;20/07/2017;01/05/2018
201702;STRIGER SRL;;06/04/2018;SI;27/02/2018;01/06/2017
201702;SURVEILLER SEGURIDAD SRL;;13/10/2017;NO;26/09/2017;
201702;SWISS ARMY SECURITY GROUP SA;;29/03/2017;SI;19/02/2018;01/07/2020
201702;SWISS GUARD SECURITY GROUP SA;;25/01/2019;NO;25/11/2017;
201702;TAG SEGURIDAD INTEGRAL SRL;;08/03/2017;SI;12/01/2018;01/01/2018
201702;TECH SECURITY SRL;;20/06/2017;SI;04/05/2017;01/07/2018
201702;TECNOLOGIA EN SEGURIDAD Y SERVICIOS SRL;;24/09/2018;NO;27/08/2017;
201702;TECNOSEG SA;;03/12/2017;SI;10/04/2017;01/08/2021
201702;TELEFONICA INGENIERIA DE SEGURIDAD DE ARGENTINA SA;;26/09/2018;NO;19/06/2017;
201702;THE GOLDEN GUARDS SRL;;06/06/2018;NO;17/08/2017;
201702;THE SECURITY SRL;;19/11/2018;NO;24/04/2017;
201702;TOP AIR SECURITY SRL;;27/03/2018;NO;23/11/2017;
201702;TOP SEGUR SRL;;11/04/2018;NO;13/11/2017;
201702;TORRESCO AES SRL;;13/03/2019;SI;16/01/2018;01/05/2018
201702;TRAMES SRL;;02/06/2017;NO;06/03/2017;01/12/2014
201702;TRIFON SRL;;04/09/2017;NO;15/12/2017;
201702;TUCSON SEGURIDAD SRL;;05/04/2018;NO;01/10/2017;
201702;UESPRI SRL;;22/06/2018;SI;22/05/2017;01/04/2018
201702;UNION SEGURIDAD 24 SA;;01/10/2017;SI;01/11/2017;01/05/2018
201702;UNTOUCHABLES SRL;;17/07/2017;SI;14/09/2017;01/03/2018
201702;URBANA PREVENCION SRL;;23/06/2018;NO;01/03/2018;
201702;USS SERVICIOS DE SEGURIDAD SA;;16/01/2019;NO;28/10/2017;
201702;VALTO SEGURIDAD SRL;;15/01/2019;SI;17/12/2017;01/07/2020
201702;VANGUARDIA SEGURIDAD EMPRESARIAL E INDUSTRIAL SRL;VANGUARDIA S;26/10/2018;NO;03/10/2017;
201702;VICUS SRL;VICUS;03/08/2018;SI;19/01/2018;01/03/2021
201702;VIGILA 2 SA;;30/08/2018;SI;25/06/2017;01/02/2019
201702;VIGIMAX SRL;;17/03/2018;NO;29/12/2017;
201702;VIGITEX SRL;;28/09/2017;NO;19/05/2017;
201702;VIP SEGURIDAD SRL;;28/04/2017;NO;01/02/2018;
201702;VIPRE SRL;;15/08/2018;NO;26/05/2017;
201702;VISEG SA;;04/03/2017;NO;19/07/2017;
201702;WOLF SECURITY SA;;03/03/2018;NO;20/09/2017;
201702;WORSP SRL;;20/03/2018;SI;26/02/2018;01/04/2018
201702;YEMASTEMI SEGURIDAD SA;;08/02/2019;SI;22/04/2017;01/05/2020
201702;YUSION SRL;;24/06/2017;NO;19/02/2018;
201702;ZEUS SEGURIDAD SRL;;15/11/2018;SI;24/04/2017;01/04/2019
201702;ZHEN SEGURIDAD SA;;23/02/2018;NO;25/08/2017;
201703;1816 SEGURIDAD SRL;;23/05/2018;NO;10/10/2017;
201703;A.I.P.A.A. AGENCIA DE INVESTIGACIONES PRIVADAS AUTORIZADAS AMERICA SA;SECURITAS;21/03/2018;SI;31/12/2017;01/05/2021
201703;A.I.P.A.A. AGENCIA DE INVESTIGACIONES PRIVADAS AUTORIZADAS AMERICA SA;A.I.P.A.A AGENCIA DE INVESTIGACIONES PRIAVADAS AUTORIZADAS AMERICA SA;21/03/2018;SI;31/12/2017;01/05/2021
201703;A.I.S.E. ASESORIA INTEGRAL DE SEGURIDAD EMPRESARIA SRL;;11/01/2018;NO;31/12/2017;
201703;ACCURO SA;;25/05/2017;SI;28/10/2017;01/07/2019
201703;ACP SEGURIDAD SA;;27/04/2017;SI;19/10/2017;01/07/2019
201703;ACYR SA;;19/07/2018;SI;28/06/2017;01/02/2018
201703;ADT SECURITY SERVICE SA;ADT;03/03/2018;NO;01/10/2017;
201703;ADT SECURITY SERVICE SA;TYCO FIRE & SECURITY GMBH;03/03/2018;NO;01/10/2017;
201703;AG SEGURIDAD PRIVADA SRL;;09/09/2017;NO;14/03/2018;
201703;AGENCIA 15 SA;;09/09/2017;NO;21/11/2017;
201703;AGENCIA DE INVESTIGACIONES PRIVADAS ALSINA SRL;;01/11/2017;NO;01/12/2017;
201703;AGENCIA MAYA SEGURIDAD SA;;28/09/2017;NO;27/07/2017;
201703;AIRSEC SA;ARSEC-ALLIANCE REGIONALE SECURITE;18/08/2017;SI;19/11/2017;01/03/2020
201703;AJM SEGURIDAD PRIVADA SA;;27/01/2018;SI;08/11/2017;01/04/2018
201703;AKROPOLIS SEGURIDAD SRL;;25/12/2018;SI;31/05/2017;01/11/2020
201703;ALBOSA SRL;;22/05/2018;NO;15/06/2017;
201703;ALCA SEGURIDAD SRL;;27/07/2017;NO;05/03/2018;
201703;ALCALA SEGURIDAD SRL;;19/05/2018;NO;22/10/2017;
201703;ALEGA SEGURIDAD SA;;07/04/2017;NO;19/10/2017;
201703;ALERTAR Y PROTEGER SRL;;30/03/2018;SI;13/12/2017;01/12/2017
201703;ALERTAS SEGURIDAD PRIVADA SRL;;10/03/2018;NO;27/08/2017;
201703;ALERTASEG SRL;;01/05/2018;NO;20/11/2017;
201703;ALFA TEAM SRL;;22/02/2018;NO;10/09/2017;
201703;ALLEGRETTA SILVIA PATRICIA Y MICIELI BRIAN ALAN;;13/10/2018;NO;01/07/2017;
201703;ALTA VISION SA;;23/09/2017;SI;12/03/2018;01/09/2020
201703;AM SEGURIDAD EMPRESARIA SRL;A.M. SEGURIDAD EMPRESARIA;03/12/2017;SI;22/12/2017;01/12/2021
201703;AMD SEGURIDAD SA;;05/11/2017;NO;23/07/2017;
201703;AN SEGURIDAD SA;;25/10/2017;NO;24/07/2017;
201703;ANTEAR SEGURIDAD SRL;;16/03/2018;NO;26/02/2018;
201703;APLICACION TECNOLOGICA SA;;31/10/2018;NO;19/06/2017;
201703;AR21 SRL;;20/11/2018;NO;29/09/2017;
201703;ARA SEGURIDAD SRL;;10/11/2017;SI;18/02/2018;01/01/2019
201703;ARAUCA SEGURIDAD SA;;06/06/2018;NO;05/09/2017;
201703;ARES SECURITY SRL;;03/03/2018;NO;30/11/2017;
201703;ARG SERVICIOS SRL;;01/05/2018;NO;03/03/2018;
201703;ARGENPOL SRL;;22/08/2018;NO;09/09/2017;
201703;ARGENT POL SRL;LATIN SEC LATIN SEC AMERICA SECURITY COMPANY;29/01/2018;SI;12/07/2017;01/10/2017
201703;ARGENTINA SEGURIDAD SRL;;25/01/2018;NO;01/10/2017;
201703;ARGO SECURITY SRL;;13/10/2018;NO;18/12/2017;
201703;ARPA ORGANIZACION DE SEGURIDAD SRL;;06/07/2018;NO;28/02/2018;01/09/2014
201703;AS GROUP INTEGRAL DE SEGURIDAD PRIVADA SA;;18/05/2018;SI;04/10/2017;01/02/2019
201703;ASEGUR SRL;;11/05/2018;NO;07/02/2018;
201703;ASIC AGENCIA DE SEGURIDAD E INFORMES COMERCIALES SA;ASIC;06/02/2019;SI;31/07/2017;01/04/2018
201703;ASIPA SRL;;22/02/2018;NO;01/06/2017;
201703;ASIPROF SEGURIDAD SA;;03/12/2017;SI;22/01/2018;01/06/2017
201703;ASISTENCIA PROFESIONAL SA;;03/12/2017;NO;15/10/2017;
201703;ASTER CONTROL SA;BACK CONTROL SA;06/08/2017;SI;01/10/2017;01/05/2019
201703;ATL SEGURIDAD SRL;;12/07/2017;NO;23/07/2017;
201703;AVAL SRL;;14/01/2018;SI;17/12/2017;01/12/2018
201703;AVIV ESPECIALISTAS SA;;18/05/2018;NO;06/05/2017;
201703;BACK PROTECTION SECURITY SRL;;04/06/2017;NO;01/12/2017;
201703;BATAAN SEGURIDAD SRL;;10/06/2017;SI;24/09/2017;01/09/2018
201703;BE SAFE SEGURIDAD SRL;;16/05/2018;SI;05/10/2017;01/01/2022
201703;BEC PROTECTION SRL;;12/01/2018;SI;02/12/2017;01/11/2020
201703;BEST PROTECTION SRL;;19/02/2019;NO;10/09/2017;
201703;BETTER SECURITY SRL;;12/07/2017;NO;14/04/2017;
201703;BIRD SEGURIDAD PRIVADA SRL;;07/10/2017;NO;13/10/2017;01/11/2016
201703;BIS SECURITY SA;;06/08/2017;NO;03/06/2017;
201703;BLACK SECURITY SRL;;12/11/2018;NO;22/05/2017;
201703;BLACKSEG SRL;;20/11/2018;NO;14/09/2017;
201703;BLASON GROUP SRL;;10/03/2018;NO;10/12/2017;
201703;BLINSEC SRL;;13/02/2019;NO;01/11/2017;
201703;BLINSER SRL;;03/02/2018;NO;04/02/2018;
201703;BLUE DOT SEGURIDAD PRIVADA SA;;20/02/2019;NO;07/12/2017;
201703;BORGUARDS SRL;;15/03/2018;NO;11/02/2018;
201703;BORMAN SEGURIDAD SRL;;10/06/2017;SI;30/03/2018;01/03/2019
201703;BOSS PRIVATE SECURITY COMPANY SRL;;29/05/2018;NO;21/08/2017;
201703;BRIEFING SECURITY SA;;10/08/2017;SI;22/07/2017;01/11/2020
201703;BRINKS SEGURIDAD CORPORATIVA SA;;06/02/2019;SI;30/11/2017;01/09/2018
201703;BRION GROUP SRL;;29/06/2018;NO;18/11/2017;
201703;BRITO JOSE LUIS;;01/02/2019;NO;12/05/2017;
201703;BRUJULA SA;;01/06/2017;SI;17/07/2017;01/10/2017
201703;BUENOS AIRES PROTECTION SRL;;10/02/2018;NO;12/04/2017;
201703;BUHOS SRL;;19/09/2018;NO;03/08/2017;
201703;BUHOSAT SA;;08/09/2018;NO;04/07/2017;
201703;BULL COOPERATIVA DE TRABAJO LIMITADA;;06/10/2017;SI;22/11/2017;01/01/2018
201703;C CORP SEGURIDAD SA;;10/10/2018;NO;17/05/2017;
201703;C&R SEGURIDAD PRIVADA SRL;;06/07/2018;SI;13/06/2017;01/09/2021
